x,y
0.0,3.701969855730306
0.10101010101010101,2.624718361570962
0.20202020202020202,4.980644247103653
0.30303030303030304,4.53099924937139
0.40404040404040403,7.399009901389242
0.5050505050505051,5.720841844732397
0.6060606060606061,3.441733139408372
0.7070707070707071,6.1971601387229605
0.8080808080808081,2.2910056149419322
0.9090909090909091,6.72316649599125
1.0101010101010102,8.716284632987014
1.1111111111111112,10.238690485561763
1.2121212121212122,10.188235947865222
1.3131313131313131,10.788896962382564
1.4141414141414141,6.098770669961709
1.5151515151515151,11.149019239826815
1.6161616161616161,7.253956979988363
1.7171717171717171,5.957167576399875
1.8181818181818181,8.451680694273488
1.9191919191919191,13.79451836736099
2.0202020202020203,11.91865610149421
2.121212121212121,6.793143423925678
2.2222222222222223,4.97014136056101
2.323232323232323,10.88859644518641
2.4242424242424243,17.912412360344454
2.525252525252525,8.33235415915032
2.6262626262626263,12.00213879280766
2.727272727272727,14.186912411288711
2.8282828282828283,12.818548375790144
2.929292929292929,7.802832859234961
3.0303030303030303,14.088897531008948
3.131313131313131,20.271134552350784
3.2323232323232323,9.606783787054955
3.3333333333333335,21.214767975554295
3.4343434343434343,16.686561076249316
3.5353535353535355,14.082353570041152
3.6363636363636362,16.405821328045658
3.7373737373737375,17.087573037472552
3.8383838383838382,20.780056474365548
3.9393939393939394,14.495308459270401
4.040404040404041,18.676288566620137
4.141414141414141,17.002890175121724
4.242424242424242,20.165678913870124
4.343434343434343,14.193468238103417
4.444444444444445,18.680475856529764
4.545454545454545,21.343727919789572
4.646464646464646,24.7804152104618
4.747474747474747,23.544222471060273
4.848484848484849,23.134331642663952
4.94949494949495,22.660991121191042
5.05050505050505,23.47954984327234
5.151515151515151,20.84475282509441
5.252525252525253,22.79170591025975
5.353535353535354,19.122898857029366
5.454545454545454,23.002994625439886
5.555555555555555,25.59575523679159
5.656565656565657,26.658556674868613
5.757575757575758,21.453233114298406
5.858585858585858,27.025215759331342
5.959595959595959,19.998719020049236
6.0606060606060606,22.910133363016577
6.161616161616162,25.20106315078613
6.262626262626262,23.280323826379963
6.363636363636363,22.831703093914168
6.4646464646464645,27.684060299602216
6.565656565656566,23.294133473957366
6.666666666666667,23.311973355749895
6.767676767676767,20.204668355917278
6.8686868686868685,18.555228809151366
6.96969696969697,25.56897658251778
7.070707070707071,24.61228815323405
7.171717171717171,28.842695281720207
7.2727272727272725,26.52201357503901
7.373737373737374,26.8058080259502
7.474747474747475,30.65471734645613
7.575757575757575,29.558407542566925
7.6767676767676765,30.97463537635562
7.777777777777778,26.78934893113352
7.878787878787879,27.53238099087344
7.979797979797979,27.845893876708747
8.080808080808081,34.155467793966906
8.181818181818182,29.135501120542408
8.282828282828282,34.05398597836595
8.383838383838384,28.191434968421547
8.484848484848484,31.89976039216525
8.585858585858587,28.239042936697277
8.686868686868687,27.59013115639805
8.787878787878787,31.75150452744289
8.88888888888889,32.40787060327005
8.98989898989899,32.18738022908889
9.09090909090909,30.893009941245488
9.191919191919192,35.005398403758235
9.292929292929292,31.122951887554578
9.393939393939394,30.369312525682563
9.494949494949495,35.17274882250071
9.595959595959595,29.37075061982284
9.696969696969697,31.583899581708796
9.797979797979798,35.23146830330317
9.8989898989899,36.732067972888174
10.0,36.35664664370126
